"year","canton","sex","marital_status","population"
2024,"Fribourg / Freiburg","Male","Divorced, unmarried, partnership dissolved legally",13622
2024,"Fribourg / Freiburg","Female","Single",77648
2024,"Fribourg / Freiburg","Female","Married, in a registered partnership",66988
2024,"Fribourg / Freiburg","Female","Widowed, partnership dissolved through death",11091
2024,"Fribourg / Freiburg","Female","Divorced, unmarried, partnership dissolved legally",17307
2024,"Solothurn","Male","Single",67855
2024,"Solothurn","Male","Married, in a registered partnership",62279
2024,"Solothurn","Male","Widowed, partnership dissolved through death",3093
2024,"Solothurn","Male","Divorced, unmarried, partnership dissolved legally",11903
2024,"Solothurn","Female","Single",57499
2024,"Solothurn","Female","Married, in a registered partnership",60825
2024,"Solothurn","Female","Widowed, partnership dissolved through death",10985
2024,"Solothurn","Female","Divorced, unmarried, partnership dissolved legally",15304
2024,"Basel-Stadt","Male","Single",53113
2024,"Basel-Stadt","Male","Married, in a registered partnership",35478
2024,"Basel-Stadt","Male","Widowed, partnership dissolved through death",1844
2024,"Basel-Stadt","Male","Divorced, unmarried, partnership dissolved legally",7819
2024,"Basel-Stadt","Female","Single",49482
2024,"Basel-Stadt","Female","Married, in a registered partnership",34385
2024,"Basel-Stadt","Female","Widowed, partnership dissolved through death",7367
2024,"Basel-Stadt","Female","Divorced, unmarried, partnership dissolved legally",11860
2024,"Basel-Landschaft","Male","Single",67376
2024,"Basel-Landschaft","Male","Married, in a registered partnership",65805
2024,"Basel-Landschaft","Male","Widowed, partnership dissolved through death",3492
2024,"Basel-Landschaft","Male","Divorced, unmarried, partnership dissolved legally",11187
2024,"Basel-Landschaft","Female","Single",59571
2024,"Basel-Landschaft","Female","Married, in a registered partnership",65251
2024,"Basel-Landschaft","Female","Widowed, partnership dissolved through death",12445
2024,"Basel-Landschaft","Female","Divorced, unmarried, partnership dissolved legally",16167
2024,"Schaffhausen","Male","Single",20511
2024,"Schaffhausen","Male","Married, in a registered partnership",19175
2024,"Schaffhausen","Male","Widowed, partnership dissolved through death",920
2024,"Schaffhausen","Male","Divorced, unmarried, partnership dissolved legally",3492
2024,"Schaffhausen","Female","Single",17388
2024,"Schaffhausen","Female","Married, in a registered partnership",18682
2024,"Schaffhausen","Female","Widowed, partnership dissolved through death",3628
2024,"Schaffhausen","Female","Divorced, unmarried, partnership dissolved legally",4857
2024,"Appenzell Ausserrhoden","Male","Single",13427
2024,"Appenzell Ausserrhoden","Male","Married, in a registered partnership",12167
2024,"Appenzell Ausserrhoden","Male","Widowed, partnership dissolved through death",587
2024,"Appenzell Ausserrhoden","Male","Divorced, unmarried, partnership dissolved legally",2374
2024,"Appenzell Ausserrhoden","Female","Single",11243
2024,"Appenzell Ausserrhoden","Female","Married, in a registered partnership",11924
2024,"Appenzell Ausserrhoden","Female","Widowed, partnership dissolved through death",2183
2024,"Appenzell Ausserrhoden","Female","Divorced, unmarried, partnership dissolved legally",2792
2024,"Appenzell Innerrhoden","Male","Single",4222
2024,"Appenzell Innerrhoden","Male","Married, in a registered partnership",3636
2024,"Appenzell Innerrhoden","Male","Widowed, partnership dissolved through death",180
2024,"Appenzell Innerrhoden","Male","Divorced, unmarried, partnership dissolved legally",549
2024,"Appenzell Innerrhoden","Female","Single",3335
2024,"Appenzell Innerrhoden","Female","Married, in a registered partnership",3545
2024,"Appenzell Innerrhoden","Female","Widowed, partnership dissolved through death",672
2024,"Appenzell Innerrhoden","Female","Divorced, unmarried, partnership dissolved legally",592
2024,"St. Gallen","Male","Single",130929
2024,"St. Gallen","Male","Married, in a registered partnership",115647
2024,"St. Gallen","Male","Widowed, partnership dissolved through death",5111
2024,"St. Gallen","Male","Divorced, unmarried, partnership dissolved legally",20039
2024,"St. Gallen","Female","Single",109262
2024,"St. Gallen","Female","Married, in a registered partnership",112944
2024,"St. Gallen","Female","Widowed, partnership dissolved through death",19456
2024,"St. Gallen","Female","Divorced, unmarried, partnership dissolved legally",26574
2024,"Graubünden / Grigioni / Grischun","Male","Single",48490
2024,"Graubünden / Grigioni / Grischun","Male","Married, in a registered partnership",44584
2024,"Graubünden / Grigioni / Grischun","Male","Widowed, partnership dissolved through death",2291
2024,"Graubünden / Grigioni / Grischun","Male","Divorced, unmarried, partnership dissolved legally",8428
2024,"Graubünden / Grigioni / Grischun","Female","Single",41088
2024,"Graubünden / Grigioni / Grischun","Female","Married, in a registered partnership",42736
2024,"Graubünden / Grigioni / Grischun","Female","Widowed, partnership dissolved through death",8429
2024,"Graubünden / Grigioni / Grischun","Female","Divorced, unmarried, partnership dissolved legally",10075
2024,"Aargau","Male","Single",175635
2024,"Aargau","Male","Married, in a registered partnership",160876
2024,"Aargau","Male","Widowed, partnership dissolved through death",6939
2024,"Aargau","Male","Divorced, unmarried, partnership dissolved legally",27547
2024,"Aargau","Female","Single",147910
2024,"Aargau","Female","Married, in a registered partnership",156666
2024,"Aargau","Female","Widowed, partnership dissolved through death",24527
2024,"Aargau","Female","Divorced, unmarried, partnership dissolved legally",35631
2024,"Thurgau","Male","Single",70927
2024,"Thurgau","Male","Married, in a registered partnership",65594
2024,"Thurgau","Male","Widowed, partnership dissolved through death",2803
2024,"Thurgau","Male","Divorced, unmarried, partnership dissolved legally",11898
2024,"Thurgau","Female","Single",59103
2024,"Thurgau","Female","Married, in a registered partnership",63934
2024,"Thurgau","Female","Widowed, partnership dissolved through death",10207
2024,"Thurgau","Female","Divorced, unmarried, partnership dissolved legally",15017
2024,"Ticino","Male","Single",83621
2024,"Ticino","Male","Married, in a registered partnership",73413
2024,"Ticino","Male","Widowed, partnership dissolved through death",4002
2024,"Ticino","Male","Divorced, unmarried, partnership dissolved legally",13969
2024,"Ticino","Female","Single",74576
2024,"Ticino","Female","Married, in a registered partnership",71910
2024,"Ticino","Female","Widowed, partnership dissolved through death",17213
2024,"Ticino","Female","Divorced, unmarried, partnership dissolved legally",20182
2024,"Vaud","Male","Single",223217
2024,"Vaud","Male","Married, in a registered partnership",159691
2024,"Vaud","Male","Widowed, partnership dissolved through death",6441
2024,"Vaud","Male","Divorced, unmarried, partnership dissolved legally",31456
2024,"Vaud","Female","Single",202990
2024,"Vaud","Female","Married, in a registered partnership",157239
2024,"Vaud","Female","Widowed, partnership dissolved through death",27154
2024,"Vaud","Female","Divorced, unmarried, partnership dissolved legally",46706
2024,"Valais / Wallis","Male","Single",89510
2024,"Valais / Wallis","Male","Married, in a registered partnership",76253
2024,"Valais / Wallis","Male","Widowed, partnership dissolved through death",3770
2024,"Valais / Wallis","Male","Divorced, unmarried, partnership dissolved legally",15902
2024,"Valais / Wallis","Female","Single",77538
2024,"Valais / Wallis","Female","Married, in a registered partnership",74007
2024,"Valais / Wallis","Female","Widowed, partnership dissolved through death",14961
2024,"Valais / Wallis","Female","Divorced, unmarried, partnership dissolved legally",19237
2024,"Neuchâtel","Male","Single",45420
2024,"Neuchâtel","Male","Married, in a registered partnership",32683
2024,"Neuchâtel","Male","Widowed, partnership dissolved through death",1779
2024,"Neuchâtel","Male","Divorced, unmarried, partnership dissolved legally",8332
2024,"Neuchâtel","Female","Single",39931
2024,"Neuchâtel","Female","Married, in a registered partnership",32357
2024,"Neuchâtel","Female","Widowed, partnership dissolved through death",7301
2024,"Neuchâtel","Female","Divorced, unmarried, partnership dissolved legally",11708
2024,"Genève","Male","Single",136112
2024,"Genève","Male","Married, in a registered partnership",96528
2024,"Genève","Male","Widowed, partnership dissolved through death",3711
2024,"Genève","Male","Divorced, unmarried, partnership dissolved legally",20558
2024,"Genève","Female","Single",130888
2024,"Genève","Female","Married, in a registered partnership",94666
2024,"Genève","Female","Widowed, partnership dissolved through death",16282
2024,"Genève","Female","Divorced, unmarried, partnership dissolved legally",32304
2024,"Jura","Male","Single",18312
2024,"Jura","Male","Married, in a registered partnership",14678
2024,"Jura","Male","Widowed, partnership dissolved through death",845
2024,"Jura","Male","Divorced, unmarried, partnership dissolved legally",3250
2024,"Jura","Female","Single",15464
2024,"Jura","Female","Married, in a registered partnership",14555
2024,"Jura","Female","Widowed, partnership dissolved through death",3528
2024,"Jura","Female","Divorced, unmarried, partnership dissolved legally",4175
